comparison_id,stratum_dimension,stratum_value,metric,baseline_method,candidate_method,direction,relative_definition,relative_point_defined,relative_interval_defined,relative_status,improvement_direction,n_trajectories,n_expected_trajectories,n_excluded_trajectories,resamples,seed,confidence_level,baseline_mean,baseline_median,baseline_q25,baseline_q75,candidate_mean,candidate_median,candidate_q25,candidate_q75,absolute_difference,absolute_ci_low,absolute_ci_high,relative_difference,relative_ci_low,relative_ci_high,improvement,improvement_ci_low,improvement_ci_high,relative_improvement,relative_improvement_ci_low,relative_improvement_ci_high,effect_size_name,effect_size,effect_size_ci_low,effect_size_ci_high,effect_size_defined,unadjusted_p_value
position:one_step_pva-vs-deployed_p_only,reference_family,piecewise_constant_jerk,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361024,0.95,0.14037822219080912,0.11263259850155846,0.06897001195575538,0.20118948660612765,0.014066398392080357,0.01414561967458804,0.00947769322497037,0.01958103486642572,-0.12631182379872874,-0.16414128890465138,-0.09000500169290282,-0.8997964344286921,-0.9178298652951518,-0.8747239923052136,0.12631182379872874,0.09000500169290282,0.16414128890465138,0.8997964344286921,0.8747239923052136,0.9178298652951518,paired_cohen_dz_candidate_minus_baseline,-1.4370376401243354,-1.9020775227751507,-1.1842916690286187,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,reference_family,rapid_reversal,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361025,0.95,0.025808868331572577,0.021246751398492466,0.0167863652051434,0.026074019123699558,0.027098445071287912,0.015010042827851813,0.005286894657690905,0.03954615467161304,0.0012895767397153417,-0.014424619066913927,0.016810559198779322,0.04996641941629704,-0.4474470266392088,0.7731331793700478,-0.0012895767397153417,-0.016810559198779322,0.014424619066913927,-0.04996641941629704,-0.7731331793700478,0.4474470266392088,paired_cohen_dz_candidate_minus_baseline,0.03540141733655731,-0.4293492676238386,0.4959576934810323,True,0.8703129687031297
position:one_step_pva-vs-deployed_p_only,reference_family,stationary_endpoint,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361026,0.95,0.18436858704500758,0.18594868209762005,0.1029768330231039,0.2287980515570743,0.014079148157120382,0.01442202598448681,0.00947331898081644,0.019217895195284745,-0.17028943888788722,-0.21788822356523563,-0.12893563514982026,-0.9236358623625868,-0.9356204859915767,-0.9096350051576232,0.17028943888788722,0.12893563514982026,0.21788822356523563,0.9236358623625868,0.9096350051576232,0.9356204859915767,paired_cohen_dz_candidate_minus_baseline,-1.6377085471585908,-2.7105271116206047,-1.2389395073866558,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,reference_family,stop_and_go,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361027,0.95,0.1771855226230809,0.16574172385537622,0.1166625114198988,0.2537133964670105,0.007876229059785328,0.00834957628910736,0.004679485986560762,0.010851429747938665,-0.1693092935632956,-0.2078836079518981,-0.13178453392095285,-0.955548122988919,-0.9599277744040763,-0.9507694403995498,0.1693092935632956,0.13178453392095285,0.2078836079518981,0.955548122988919,0.9507694403995498,0.9599277744040763,paired_cohen_dz_candidate_minus_baseline,-1.8965070195436322,-2.743606492395466,-1.4622783452210886,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,demand_stratum,high,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361023,0.95,0.24623440845936606,0.17146194607426013,0.026270218140570536,0.2384176308008819,0.04819133350494021,0.01676425534956718,0.011266159632995392,0.020623656663062997,-0.19804307495442589,-0.3016593152643132,-0.11413514623973692,-0.8042867615193886,-0.8992851430945922,-0.69404264297227,0.19804307495442589,0.11413514623973692,0.3016593152643132,0.8042867615193886,0.69404264297227,0.8992851430945922,paired_cohen_dz_candidate_minus_baseline,-0.7315373726096966,-1.2409545962219013,-0.5837509831843462,True,0.00029997000299970003
position:one_step_pva-vs-deployed_p_only,demand_stratum,low,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361024,0.95,0.046175070762713016,0.04549350591375252,0.016197919852595808,0.055936291108189706,0.008998049802872367,0.004494784079258804,0.003448156849131868,0.004967625287686662,-0.03717702095984065,-0.050571356054392724,-0.02563794511683572,-0.8051318676020652,-0.8927038707981697,-0.7190442071826144,0.03717702095984065,0.02563794511683572,0.050571356054392724,0.8051318676020652,0.7190442071826144,0.8927038707981697,paired_cohen_dz_candidate_minus_baseline,-1.0410536688613836,-1.7239477135364614,-0.7791339027378179,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,demand_stratum,medium,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361025,0.95,0.1413530307792364,0.12350366232600568,0.024586827606463246,0.19889224986863496,0.030457194586628458,0.011564302751001532,0.009361534477613481,0.017069224883323183,-0.11089583619260794,-0.15659099103155308,-0.07091550620959113,-0.7845310113357515,-0.8762822665036125,-0.6709906173581167,0.11089583619260794,0.07091550620959113,0.15659099103155308,0.7845310113357515,0.6709906173581167,0.8762822665036125,paired_cohen_dz_candidate_minus_baseline,-0.9227314924420202,-1.3747005470985354,-0.6864441655721213,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,demand_stratum,near_limit,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361026,0.95,0.2762586963751523,0.21713046621204973,0.03556451867283134,0.29616051878857635,0.07311926127395577,0.02126206499578065,0.01429531974708813,0.02682598907603791,-0.20313943510119653,-0.2820682867278574,-0.13267617163233283,-0.7353232233650242,-0.8682966319981572,-0.605674034308647,0.20313943510119653,0.13267617163233283,0.2820682867278574,0.7353232233650242,0.605674034308647,0.8682966319981572,paired_cohen_dz_candidate_minus_baseline,-0.9478162283329606,-1.3462510644955585,-0.7126231378767831,True,9.999000099990002e-05
position:one_step_pva-vs-deployed_p_only,sample_rate_hz,100,position_rmse,deployed_p_only,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,120,120,0,10000,20361024,0.95,0.17750530159411693,0.08001417243847474,0.02591109045417162,0.23269721587440262,0.04019145979209921,0.012630265385407118,0.005454743322113741,0.021517370168224925,-0.13731384180201775,-0.1736625082111628,-0.1055418094079727,-0.7735760034705845,-0.8431041607118474,-0.7006560459744494,0.13731384180201775,0.1055418094079727,0.1736625082111628,0.7735760034705845,0.7006560459744494,0.8431041607118474,paired_cohen_dz_candidate_minus_baseline,-0.7080341877777163,-0.8964471448545884,-0.5984011553581237,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,reference_family,boundary_grazing,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361122,0.95,0.018137392993271016,0.018545109117131083,0.011196421202095153,0.024334982997197913,0.011326437917206547,0.011343223992849174,0.006522685696308289,0.01487073690589078,-0.006810955076064463,-0.008775894601437939,-0.005125785840811824,-0.37552006942736105,-0.4168621397605363,-0.33173464363290495,0.006810955076064463,0.005125785840811824,0.008775894601437939,0.37552006942736105,0.33173464363290495,0.4168621397605363,paired_cohen_dz_candidate_minus_baseline,-1.579678257053625,-2.598191408808097,-1.302462927369987,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,reference_family,oscillatory,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361123,0.95,0.5193954581626596,0.2746001064795468,0.11733164952729629,0.6780079797855179,0.16670210015511466,0.10491644985596069,0.022371362827310906,0.17019622624841474,-0.352693358007545,-0.5114794010035236,-0.21559206074836013,-0.6790459032028956,-0.8000370099267042,-0.565527764460236,0.352693358007545,0.21559206074836013,0.5114794010035236,0.6790459032028956,0.565527764460236,0.8000370099267042,paired_cohen_dz_candidate_minus_baseline,-1.0232718838244657,-1.465313112965286,-0.7838082153365394,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,reference_family,piecewise_constant_jerk,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361124,0.95,0.13463695514590457,0.1008163418803006,0.06255937672921164,0.19015142106661653,0.014066398392080357,0.01414561967458804,0.00947769322497037,0.01958103486642572,-0.12057055675382419,-0.1598807608424048,-0.08492947910913258,-0.8955234959314344,-0.9155163102419619,-0.8669030667593858,0.12057055675382419,0.08492947910913258,0.1598807608424048,0.8955234959314344,0.8669030667593858,0.9155163102419619,paired_cohen_dz_candidate_minus_baseline,-1.37464982042994,-1.821953229098078,-1.1344342510474417,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,reference_family,rapid_reversal,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361125,0.95,0.025809745580517324,0.02125157988370655,0.016775466464355245,0.026082016573765694,0.027098445071287912,0.015010042827851813,0.005286894657690905,0.03954615467161304,0.0012886994907705973,-0.014781016614263781,0.017159580793896765,0.049930732046556146,-0.46079733831111247,0.7860520478561218,-0.0012886994907705973,-0.017159580793896765,0.014781016614263781,-0.049930732046556146,-0.7860520478561218,0.46079733831111247,paired_cohen_dz_candidate_minus_baseline,0.03538089306525095,-0.4349035566379417,0.5010754855235102,True,0.8692130786921308
position:one_step_pva-vs-raw_predicted_pv,reference_family,stationary_endpoint,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361126,0.95,0.18144615194451177,0.18424017322312758,0.10151025766690897,0.22374236100046274,0.014079148157120382,0.01442202598448681,0.00947331898081644,0.019217895195284745,-0.1673670037873914,-0.21274357449524928,-0.12690986277494457,-0.9224059148885894,-0.9347131068363419,-0.9081057186825656,0.1673670037873914,0.12690986277494457,0.21274357449524928,0.9224059148885894,0.9081057186825656,0.9347131068363419,paired_cohen_dz_candidate_minus_baseline,-1.6490407929540527,-2.74974468995776,-1.2517245176744844,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,reference_family,stop_and_go,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361127,0.95,0.17605068212794023,0.1649528046742184,0.11598020205701973,0.2526064865810931,0.007876229059785328,0.00834957628910736,0.004679485986560762,0.010851429747938665,-0.1681744530681549,-0.20578660857721492,-0.13103132777136997,-0.9552615816957671,-0.9596721558239035,-0.9506433833565879,0.1681744530681549,0.13103132777136997,0.20578660857721492,0.9552615816957671,0.9506433833565879,0.9596721558239035,paired_cohen_dz_candidate_minus_baseline,-1.8974089306597361,-2.7558811742047897,-1.4718777061521586,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,demand_stratum,high,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361123,0.95,0.24516747215912774,0.1689761636391766,0.02626536439080296,0.2369535689289763,0.04819133350494021,0.01676425534956718,0.011266159632995392,0.020623656663062997,-0.19697613865418748,-0.30237219449048,-0.11253504903699833,-0.8034350434805588,-0.8988128671338717,-0.6922048078158307,0.19697613865418748,0.11253504903699833,0.30237219449048,0.8034350434805588,0.6922048078158307,0.8988128671338717,paired_cohen_dz_candidate_minus_baseline,-0.7250321364822916,-1.2279959549338684,-0.5766735750707435,True,0.0004999500049995
position:one_step_pva-vs-raw_predicted_pv,demand_stratum,low,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361124,0.95,0.04565175996738326,0.045028471108792004,0.016194491989301597,0.05542160743257715,0.008998049802872367,0.004494784079258804,0.003448156849131868,0.004967625287686662,-0.03665371016451089,-0.05029285060247442,-0.024937725267048256,-0.8028980742626092,-0.8912578850213699,-0.7156764405109818,0.03665371016451089,0.024937725267048256,0.05029285060247442,0.8028980742626092,0.7156764405109818,0.8912578850213699,paired_cohen_dz_candidate_minus_baseline,-1.0303336958344025,-1.7052497032884615,-0.7707503860988096,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,demand_stratum,medium,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361125,0.95,0.13989357986206366,0.12261939968228364,0.02456467644259587,0.19774318829391405,0.030457194586628458,0.011564302751001532,0.009361534477613481,0.017069224883323183,-0.1094363852754352,-0.15429389981125718,-0.07036049374716935,-0.7822831139451893,-0.8751749228290827,-0.6698745610882653,0.1094363852754352,0.07036049374716935,0.15429389981125718,0.7822831139451893,0.6698745610882653,0.8751749228290827,paired_cohen_dz_candidate_minus_baseline,-0.9142997721962289,-1.3611202016382058,-0.6873520245164357,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,demand_stratum,near_limit,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361126,0.95,0.2729381119812951,0.21179104693240353,0.0355585275019796,0.29368412358493656,0.07311926127395577,0.02126206499578065,0.01429531974708813,0.02682598907603791,-0.19981885070733935,-0.28052501771677385,-0.12803069440907588,-0.7321031469618771,-0.8658120241673454,-0.6008580483434308,0.19981885070733935,0.12803069440907588,0.28052501771677385,0.7321031469618771,0.6008580483434308,0.8658120241673454,paired_cohen_dz_candidate_minus_baseline,-0.9347234657546708,-1.3287765260358602,-0.6956262426568901,True,9.999000099990002e-05
position:one_step_pva-vs-raw_predicted_pv,sample_rate_hz,100,position_rmse,raw_predicted_pv,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,120,120,0,10000,20361124,0.95,0.1759127309924674,0.07765822734785709,0.025322866867571465,0.23094515964818524,0.04019145979209921,0.012630265385407118,0.005454743322113741,0.021517370168224925,-0.13572127120036823,-0.17263053973036777,-0.1038416927391744,-0.7715261450075482,-0.8420499355138689,-0.6984616342836442,0.13572127120036823,0.1038416927391744,0.17263053973036777,0.7715261450075482,0.6984616342836442,0.8420499355138689,paired_cohen_dz_candidate_minus_baseline,-0.7003594343051018,-0.8800707482723739,-0.5924770717075658,True,9.999000099990002e-05
position:one_step_direct-vs-one_step_ruckig,reference_family,boundary_grazing,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361222,0.95,0.011326437870733213,0.01134322391299009,0.0065226857041951174,0.014870736931654211,0.011326437917206547,0.011343223992849174,0.006522685696308289,0.01487073690589078,4.647333507606932e-11,-3.3477694384351723e-10,5.762258938762658e-10,4.103084800928757e-09,-3.139133045723327e-08,4.752173128462651e-08,-4.647333507606932e-11,-5.762258938762658e-10,3.3477694384351723e-10,-4.103084800928757e-09,-4.752173128462651e-08,3.139133045723327e-08,paired_cohen_dz_candidate_minus_baseline,0.04253819743869957,-0.594716357123185,0.3538474273104634,True,0.8452154784521548
position:one_step_direct-vs-one_step_ruckig,reference_family,oscillatory,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361223,0.95,0.16670210022439855,0.10491644985595938,0.02237136275882153,0.17019622648297353,0.16670210015511466,0.10491644985596069,0.022371362827310906,0.17019622624841474,-6.928388533462143e-11,-2.31190377095766e-10,5.6438455435276075e-11,-4.1561495170941485e-10,-1.7671993389053778e-09,3.956073236802362e-10,6.928388533462143e-11,-5.6438455435276075e-11,2.31190377095766e-10,4.1561495170941485e-10,-3.956073236802362e-10,1.7671993389053778e-09,paired_cohen_dz_candidate_minus_baseline,-0.20802806474147914,-0.5246545278374257,0.3629807318958099,True,0.35126487351264873
position:one_step_direct-vs-one_step_ruckig,reference_family,piecewise_constant_jerk,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361224,0.95,0.014066398309939488,0.014145619678294547,0.00947769322495448,0.019581034508623404,0.014066398392080357,0.01414561967458804,0.00947769322497037,0.01958103486642572,8.214087261933234e-11,1.2354776414164748e-12,2.3270011536929112e-10,5.839509930647322e-09,9.121053995339043e-11,1.6849082282227918e-08,-8.214087261933234e-11,-2.3270011536929112e-10,-1.2354776414164748e-12,-5.839509930647322e-09,-1.6849082282227918e-08,-9.121053995339043e-11,paired_cohen_dz_candidate_minus_baseline,0.2612545957940808,0.16195573200452212,0.5144754905616508,True,0.0973902609739026
position:one_step_direct-vs-one_step_ruckig,reference_family,rapid_reversal,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361225,0.95,0.027098445086631007,0.015010043362880487,0.005286895317653392,0.03954615423893686,0.027098445071287912,0.015010042827851813,0.005286894657690905,0.03954615467161304,-1.5343088540127615e-11,-3.201868700031381e-10,3.412245550883392e-10,-5.661981154666735e-10,-1.334248278101966e-08,1.2690807693435208e-08,1.5343088540127615e-11,-3.412245550883392e-10,3.201868700031381e-10,5.661981154666735e-10,-1.2690807693435208e-08,1.334248278101966e-08,paired_cohen_dz_candidate_minus_baseline,-0.019808939696441485,-0.7050334961359701,0.3694510687584778,True,0.93000699930007
position:one_step_direct-vs-one_step_ruckig,reference_family,stationary_endpoint,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361226,0.95,0.014079148159620547,0.014422025984501251,0.009473318980835945,0.019217895197670372,0.014079148157120382,0.01442202598448681,0.00947331898081644,0.019217895195284745,-2.500164268323668e-12,-6.868753120534837e-12,-3.656501208586249e-14,-1.7757922851428043e-10,-4.693795418387877e-10,-2.7861277096897155e-12,2.500164268323668e-12,3.656501208586249e-14,6.868753120534837e-12,1.7757922851428043e-10,2.7861277096897155e-12,4.693795418387877e-10,paired_cohen_dz_candidate_minus_baseline,-0.2820802811496141,-0.5955122816517298,-0.2274809379818473,True,0.0887911208879112
position:one_step_direct-vs-one_step_ruckig,reference_family,stop_and_go,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361227,0.95,0.00787622907795409,0.008349576577854147,0.004679486529818571,0.010851429854487364,0.007876229059785328,0.00834957628910736,0.004679485986560762,0.010851429747938665,-1.8168763390481733e-11,-1.4485461289064516e-10,1.1102569460368431e-10,-2.3067845298376223e-09,-1.9785025205816267e-08,1.3727622769881761e-08,1.8168763390481733e-11,-1.1102569460368431e-10,1.4485461289064516e-10,2.3067845298376223e-09,-1.3727622769881761e-08,1.9785025205816267e-08,paired_cohen_dz_candidate_minus_baseline,-0.060702118034260455,-0.5207324212568448,0.37203412411134534,True,0.7791220877912208
position:one_step_direct-vs-one_step_ruckig,demand_stratum,high,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361223,0.95,0.048191333436594035,0.016764255349655637,0.01126615962282374,0.020623656311556424,0.04819133350494021,0.01676425534956718,0.011266159632995392,0.020623656663062997,6.834616553264006e-11,-9.663561477355382e-11,2.747344285735619e-10,1.4182252421498981e-09,-2.9435357778231946e-09,8.667286008515647e-09,-6.834616553264006e-11,-2.747344285735619e-10,9.663561477355382e-11,-1.4182252421498981e-09,-8.667286008515647e-09,2.9435357778231946e-09,paired_cohen_dz_candidate_minus_baseline,0.13007975280729875,-0.2739763616008636,0.3895600068818695,True,0.46755324467553244
position:one_step_direct-vs-one_step_ruckig,demand_stratum,low,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361224,0.95,0.008998049892413753,0.004494784079300915,0.0034481568484980266,0.004967625287686642,0.008998049802872367,0.004494784079258804,0.003448156849131868,0.004967625287686662,-8.954138170219154e-11,-1.870228797534474e-10,-1.3858757457963548e-11,-9.951198623346575e-09,-3.050790744697055e-08,-1.4637660164953233e-09,8.954138170219154e-11,1.3858757457963548e-11,1.870228797534474e-10,9.951198623346575e-09,1.4637660164953233e-09,3.050790744697055e-08,paired_cohen_dz_candidate_minus_baseline,-0.3633425047070712,-0.5633229696740154,-0.16225461928881424,True,0.039996000399960006
position:one_step_direct-vs-one_step_ruckig,demand_stratum,medium,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361225,0.95,0.03045719458070547,0.011564302751173915,0.00936153447749104,0.017069224755315644,0.030457194586628458,0.011564302751001532,0.009361534477613481,0.017069224883323183,5.922993750554865e-12,-1.3871231537386276e-10,1.7542659043294482e-10,1.9446944579416585e-10,-5.5456500689232394e-09,6.497372517620847e-09,-5.922993750554865e-12,-1.7542659043294482e-10,1.3871231537386276e-10,-1.9446944579416585e-10,-6.497372517620847e-09,5.5456500689232394e-09,paired_cohen_dz_candidate_minus_baseline,0.013412072270816703,-0.4160695414664882,0.3249557726405584,True,0.9419058094190581
position:one_step_direct-vs-one_step_ruckig,demand_stratum,near_limit,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,30,30,0,10000,20361226,0.95,0.073119261243138,0.021262062855703215,0.01429531942066127,0.02682598918516388,0.07311926127395577,0.02126206499578065,0.01429531974708813,0.02682598907603791,3.0817759860228096e-11,-2.3752374260297085e-10,4.013416151253551e-10,4.214725277071948e-10,-4.4987859296172364e-09,8.527499299424234e-09,-3.0817759860228096e-11,-4.013416151253551e-10,2.3752374260297085e-10,-4.214725277071948e-10,-8.527499299424234e-09,4.4987859296172364e-09,paired_cohen_dz_candidate_minus_baseline,0.03372294159413738,-0.4839001193893383,0.2975894755013743,True,0.8479152084791521
position:one_step_direct-vs-one_step_ruckig,sample_rate_hz,100,position_rmse,one_step_governed_pva_ruckig,one_step_governed_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,120,120,0,10000,20361224,0.95,0.04019145978821281,0.01263026513472474,0.005454743457006182,0.021517366986173223,0.04019145979209921,0.012630265385407118,0.005454743322113741,0.021517370168224925,3.886384360307869e-12,-9.073345571520612e-11,1.1231824851824287e-10,9.669677042802142e-11,-2.5888895229664104e-09,3.2063308868413005e-09,-3.886384360307869e-12,-1.1231824851824287e-10,9.073345571520612e-11,-9.669677042802142e-11,-3.2063308868413005e-09,2.5888895229664104e-09,paired_cohen_dz_candidate_minus_baseline,0.006699140163209397,-0.22874836046897715,0.1513741648165979,True,0.9437056294370563
position:jerk_qp_direct-vs-one_step_direct,reference_family,boundary_grazing,position_rmse,one_step_governed_pva_direct,jerk_qp_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361322,0.95,0.011326437917206547,0.011343223992849174,0.006522685696308289,0.01487073690589078,0.010169412786924181,0.00993677908273673,0.006173926983476519,0.013490845340765532,-0.001157025130282368,-0.0014614695433402694,-0.0008605399761676537,-0.10215260426445938,-0.11732432602284087,-0.08546330093000042,0.001157025130282368,0.0008605399761676537,0.0014614695433402694,0.10215260426445938,0.08546330093000042,0.11732432602284087,paired_cohen_dz_candidate_minus_baseline,-1.6461238696074303,-2.243696227132323,-1.3352179591766826,True,9.999000099990002e-05
position:jerk_qp_direct-vs-one_step_direct,reference_family,oscillatory,position_rmse,one_step_governed_pva_direct,jerk_qp_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361323,0.95,0.16670210015511466,0.10491644985596069,0.022371362827310906,0.17019622624841474,0.12737782281730636,0.09802577066701978,0.02004803874535873,0.16916315721669217,-0.039324277337808314,-0.0951700616340282,-0.0025267431226091634,-0.23589551242136397,-0.3550263501539642,-0.028479779856515577,0.039324277337808314,0.0025267431226091634,0.0951700616340282,0.23589551242136397,0.028479779856515577,0.3550263501539642,paired_cohen_dz_candidate_minus_baseline,-0.3483275275313179,-0.6049520937203594,-0.22918118239538018,True,0.06379362063793621
position:jerk_qp_direct-vs-one_step_direct,reference_family,piecewise_constant_jerk,position_rmse,one_step_governed_pva_direct,jerk_qp_pva_direct,candidate_minus_baseline,mean(candidate-baseline)/abs(mean(baseline)),True,True,defined,baseline_minus_candidate_lower_is_better,20,20,0,10000,20361324,0.95,0.014066398392080357,0.01414561967458804,0.00947769322497037,0.01958103486642572,0.014692603250112232,0.01585226887434498,0.010206792507817324,0.01966366003629478,0.0006262048580318771,-0.0001279425680012788,0.0013889383830217653,0.044517782063135794,-0.00916570916555354,0.1026367089427656,-0.0006262048580318771,-0.0013889383830217653,0.0001279425680012788,-0.044517782063135794,-0.1026367089427656,0.00916570916555354,paired_cohen_dz_candidate_minus_baseline,0.3547061300497159,-0.06745121132821169,1.0334134378109145,True,0.10268973102689731
